"","country","region","category","sex","year","homicide_rate"
"3109","Latvia","Europe","Other Perpetrator known to the victim","Male",2019,1.13058033253759
"3110","Morocco","Africa","Other Perpetrator known to the victim","Male",2019,0.776729320826241
"3111","Republic of Moldova","Europe","Other Perpetrator known to the victim","Male",2019,1.42078417814739
"3112","Mexico","Americas","Other Perpetrator known to the victim","Male",2019,0.0179776077128775
"3113","North Macedonia","Europe","Other Perpetrator known to the victim","Male",2019,1.32747096868401
"3114","Malta","Europe","Other Perpetrator known to the victim","Male",2019,0
"3115","Montenegro","Europe","Other Perpetrator known to the victim","Male",2019,3.25327035001936
"3116","Mongolia","Asia","Other Perpetrator known to the victim","Male",2019,2.92635242622634
"3117","Nicaragua","Americas","Other Perpetrator known to the victim","Male",2019,0.700294397675266
"3118","Netherlands (Kingdom of the)","Europe","Other Perpetrator known to the victim","Male",2019,0.313070266186255
"3119","Oman","Asia","Other Perpetrator known to the victim","Male",2019,0.581255998476426
"3120","Panama","Americas","Other Perpetrator known to the victim","Male",2019,2.92659624583786
"3121","Peru","Americas","Other Perpetrator known to the victim","Male",2019,0.325789322986428
"3122","Philippines","Asia","Other Perpetrator known to the victim","Male",2019,0.158896979304151
"3123","Russian Federation","Europe","Other Perpetrator known to the victim","Male",2019,4.87613105634016
"3124","El Salvador","Americas","Other Perpetrator known to the victim","Male",2019,0
"3125","Suriname","Americas","Other Perpetrator known to the victim","Male",2019,2.33772435892084
"3126","Slovakia","Europe","Other Perpetrator known to the victim","Male",2019,0.0375507592388011
"3127","Slovenia","Europe","Other Perpetrator known to the victim","Male",2019,0.189023053251575
"3128","Trinidad and Tobago","Americas","Other Perpetrator known to the victim","Male",2019,0.797981638442499
"3129","Uruguay","Americas","Other Perpetrator known to the victim","Male",2019,3.73685996478914
"3130","Saint Vincent and the Grenadines","Americas","Other Perpetrator known to the victim","Male",2019,16.7799312022821
"3131","United Arab Emirates","Asia","Other Perpetrator known to the victim","Male",2020,0.710384226752174
"3132","Argentina","Americas","Other Perpetrator known to the victim","Male",2020,1.93748020473784
"3133","Antigua and Barbuda","Americas","Other Perpetrator known to the victim","Male",2020,0
"3134","Austria","Europe","Other Perpetrator known to the victim","Male",2020,0.182529549252405
"3135","Bahamas","Americas","Other Perpetrator known to the victim","Male",2020,7.71184436469826
"3136","Bosnia and Herzegovina","Europe","Other Perpetrator known to the victim","Male",2020,0.489939400620386
"3137","Belize","Americas","Other Perpetrator known to the victim","Male",2020,0
"3138","Bolivia (Plurinational State of)","Americas","Other Perpetrator known to the victim","Male",2020,0
"3139","Barbados","Americas","Other Perpetrator known to the victim","Male",2020,0
"3140","Bhutan","Asia","Other Perpetrator known to the victim","Male",2020,3.17532043257634
"3141","Canada","Americas","Other Perpetrator known to the victim","Male",2020,1.14200472928061
"3142","Switzerland","Europe","Other Perpetrator known to the victim","Male",2020,0.13999050397748
"3143","Chile","Americas","Other Perpetrator known to the victim","Male",2020,0
"3144","Colombia","Americas","Other Perpetrator known to the victim","Male",2020,0.0318223194429439
"3145","Czechia","Europe","Other Perpetrator known to the victim","Male",2020,0.15421731339946
"3146","Germany","Europe","Other Perpetrator known to the victim","Male",2020,0.49129924840214
"3147","Dominica","Americas","Other Perpetrator known to the victim","Male",2020,0
"3148","Dominican Republic","Americas","Other Perpetrator known to the victim","Male",2020,3.67255831859787
"3149","Algeria","Africa","Other Perpetrator known to the victim","Male",2020,1.3509300633898
"3150","Ecuador","Americas","Other Perpetrator known to the victim","Male",2020,2.67344759155363
"3151","Spain","Europe","Other Perpetrator known to the victim","Male",2020,0.103391513030109
"3152","United Kingdom (Scotland)","Europe","Other Perpetrator known to the victim","Male",2020,1.23817542469417
"3153","Grenada","Americas","Other Perpetrator known to the victim","Male",2020,11.3055486017459
"3154","Guatemala","Americas","Other Perpetrator known to the victim","Male",2020,0
"3155","Guyana","Americas","Other Perpetrator known to the victim","Male",2020,2.56476348392342
"3156","Honduras","Americas","Other Perpetrator known to the victim","Male",2020,0.117348372700779
"3157","Croatia","Europe","Other Perpetrator known to the victim","Male",2020,0.652068687912402
"3158","Hungary","Europe","Other Perpetrator known to the victim","Male",2020,0.684857186944824
"3159","Iceland","Europe","Other Perpetrator known to the victim","Male",2020,0.53166744201502
"3160","Italy","Europe","Other Perpetrator known to the victim","Male",2020,0.0689942640583661
"3161","Jamaica","Americas","Other Perpetrator known to the victim","Male",2020,1.00023648448312
"3162","Jordan","Asia","Other Perpetrator known to the victim","Male",2020,0.37031975347285
"3163","Saint Kitts and Nevis","Americas","Other Perpetrator known to the victim","Male",2020,17.3370319001387
"3164","Saint Lucia","Americas","Other Perpetrator known to the victim","Male",2020,0
"3165","Lithuania","Europe","Other Perpetrator known to the victim","Male",2020,1.66515415164559
"3166","Latvia","Europe","Other Perpetrator known to the victim","Male",2020,0.912086283362406
"3167","Morocco","Africa","Other Perpetrator known to the victim","Male",2020,0.351827630875007
"3168","Republic of Moldova","Europe","Other Perpetrator known to the victim","Male",2020,1.56945700199594
"3169","Mexico","Americas","Other Perpetrator known to the victim","Male",2020,0.0194844888125018
"3170","North Macedonia","Europe","Other Perpetrator known to the victim","Male",2020,0.189954268509856
"3171","Malta","Europe","Other Perpetrator known to the victim","Male",2020,0
"3172","Montenegro","Europe","Other Perpetrator known to the victim","Male",2020,1.30456549000295
"3173","Mongolia","Asia","Other Perpetrator known to the victim","Male",2020,2.81157267762569
"3174","Netherlands (Kingdom of the)","Europe","Other Perpetrator known to the victim","Male",2020,0.357888072467948
"3175","Oman","Asia","Other Perpetrator known to the victim","Male",2020,0.319060119789349
"3176","Panama","Americas","Other Perpetrator known to the victim","Male",2020,0
"3177","Peru","Americas","Other Perpetrator known to the victim","Male",2020,0.21212851448462
"3178","Russian Federation","Europe","Other Perpetrator known to the victim","Male",2020,5.52162160579933
"3179","El Salvador","Americas","Other Perpetrator known to the victim","Male",2020,0
"3180","Suriname","Americas","Other Perpetrator known to the victim","Male",2020,5.28653865533585
"3181","Slovakia","Europe","Other Perpetrator known to the victim","Male",2020,0.0375280850806722
"3182","Slovenia","Europe","Other Perpetrator known to the victim","Male",2020,0.188147285458002
"3183","Tajikistan","Asia","Other Perpetrator known to the victim","Male",2020,0.0416537366525808
"3184","Trinidad and Tobago","Americas","Other Perpetrator known to the victim","Male",2020,0.266960501191645
"3185","Uruguay","Americas","Other Perpetrator known to the victim","Male",2020,4.63809040782669
"3186","Saint Vincent and the Grenadines","Americas","Other Perpetrator known to the victim","Male",2020,16.8432084440618
"3187","United Arab Emirates","Asia","Other Perpetrator known to the victim","Male",2021,0.399260630736588
"3188","Argentina","Americas","Other Perpetrator known to the victim","Male",2021,1.95406231486877
"3189","Antigua and Barbuda","Americas","Other Perpetrator known to the victim","Male",2021,11.2331783154726
"3190","Austria","Europe","Other Perpetrator known to the victim","Male",2021,0.204959519356263
"3191","Bahamas","Americas","Other Perpetrator known to the victim","Male",2021,11.2804604478856
"3192","Bosnia and Herzegovina","Europe","Other Perpetrator known to the victim","Male",2021,0.372631924122203
"3193","Belize","Americas","Other Perpetrator known to the victim","Male",2021,0
"3194","Bolivia (Plurinational State of)","Americas","Other Perpetrator known to the victim","Male",2021,0.0165056076976873
"3195","Barbados","Americas","Other Perpetrator known to the victim","Male",2021,0
"3196","Canada","Americas","Other Perpetrator known to the victim","Male",2021,1.12869162594147
"3197","Switzerland","Europe","Other Perpetrator known to the victim","Male",2021,0.0463607936040649
"3198","Chile","Americas","Other Perpetrator known to the victim","Male",2021,0
"3199","Colombia","Americas","Other Perpetrator known to the victim","Male",2021,0.0118039403284061
"3200","Czechia","Europe","Other Perpetrator known to the victim","Male",2021,0.212501707258034
"3201","Germany","Europe","Other Perpetrator known to the victim","Male",2021,0.328036228612676
"3202","Dominica","Americas","Other Perpetrator known to the victim","Male",2021,8.32419983629074
"3203","Dominican Republic","Americas","Other Perpetrator known to the victim","Male",2021,3.86942551929124
"3204","Algeria","Africa","Other Perpetrator known to the victim","Male",2021,1.40906148326435
"3205","Ecuador","Americas","Other Perpetrator known to the victim","Male",2021,1.0464918050127
"3206","Spain","Europe","Other Perpetrator known to the victim","Male",2021,0.154694175416234
"3207","United Kingdom (England and Wales)","Europe","Other Perpetrator known to the victim","Male",2021,0.445551285232096
"3208","United Kingdom (Scotland)","Europe","Other Perpetrator known to the victim","Male",2021,0.823180154473498
"3209","Greece","Europe","Other Perpetrator known to the victim","Male",2021,0.273603853280325
"3210","Grenada","Americas","Other Perpetrator known to the victim","Male",2021,3.20736410799195
"3211","Guatemala","Americas","Other Perpetrator known to the victim","Male",2021,0
"3212","Guyana","Americas","Other Perpetrator known to the victim","Male",2021,2.54042127806054
"3213","Honduras","Americas","Other Perpetrator known to the victim","Male",2021,0.173386918881701
"3214","Croatia","Europe","Other Perpetrator known to the victim","Male",2021,0.101171106139113
"3215","Hungary","Europe","Other Perpetrator known to the victim","Male",2021,0.644567456562599
"3216","Iceland","Europe","Other Perpetrator known to the victim","Male",2021,0.526807938995641
"3217","Italy","Europe","Other Perpetrator known to the victim","Male",2021,0.0761950756023125
"3218","Jamaica","Americas","Other Perpetrator known to the victim","Male",2021,2.56601793931653
"3219","Jordan","Asia","Other Perpetrator known to the victim","Male",2021,0.224907463554178
"3220","Saint Kitts and Nevis","Americas","Other Perpetrator known to the victim","Male",2021,26.0699543775798
"3221","Saint Lucia","Americas","Other Perpetrator known to the victim","Male",2021,0
"3222","Lithuania","Europe","Other Perpetrator known to the victim","Male",2021,2.37050540704637
"3223","Latvia","Europe","Other Perpetrator known to the victim","Male",2021,0.806453471090947
"3224","Morocco","Africa","Other Perpetrator known to the victim","Male",2021,1.16256250849488
"3225","Mexico","Americas","Other Perpetrator known to the victim","Male",2021,0.00808327218876807
"3226","North Macedonia","Europe","Other Perpetrator known to the victim","Male",2021,0.572138568146948
"3227","Malta","Europe","Other Perpetrator known to the victim","Male",2021,0
"3228","Montenegro","Europe","Other Perpetrator known to the victim","Male",2021,0.326919179040558
"3229","Mongolia","Asia","Other Perpetrator known to the victim","Male",2021,3.37052547695945
"3230","Netherlands (Kingdom of the)","Europe","Other Perpetrator known to the victim","Male",2021,0.287472004538838
"3231","Oman","Asia","Other Perpetrator known to the victim","Male",2021,0.217252137036855
"3232","Panama","Americas","Other Perpetrator known to the victim","Male",2021,0
"3233","Peru","Americas","Other Perpetrator known to the victim","Male",2021,0.215632002424662
"3234","Qatar","Asia","Other Perpetrator known to the victim","Male",2021,0.204742344555773
"3235","Russian Federation","Europe","Other Perpetrator known to the victim","Male",2021,5.40860095756127
"3236","El Salvador","Americas","Other Perpetrator known to the victim","Male",2021,0.09977742981323
"3237","Suriname","Americas","Other Perpetrator known to the victim","Male",2021,2.94708026209367
"3238","Slovakia","Europe","Other Perpetrator known to the victim","Male",2021,0.112786831009611
"3239","Slovenia","Europe","Other Perpetrator known to the victim","Male",2021,0.0938814633866987
"3240","Eswatini","Africa","Other Perpetrator known to the victim","Male",2021,1.01380378334675
"3241","Uruguay","Americas","Other Perpetrator known to the victim","Male",2021,4.15789892328496
"3242","United States of America","Americas","Other Perpetrator known to the victim","Male",2021,4.27878384388202
"3243","Saint Vincent and the Grenadines","Americas","Other Perpetrator known to the victim","Male",2021,15.0350504613881
"3244","Argentina","Americas","Other Perpetrator known to the victim","Male",2022,1.43804317476082
"3245","Antigua and Barbuda","Americas","Other Perpetrator known to the victim","Male",2022,0
"3246","Austria","Europe","Other Perpetrator known to the victim","Male",2022,0.295373519127821
"3247","Bahamas","Americas","Other Perpetrator known to the victim","Male",2022,9.19223256348386
"3248","Bosnia and Herzegovina","Europe","Other Perpetrator known to the victim","Male",2022,0.314107050195563
"3249","Belize","Americas","Other Perpetrator known to the victim","Male",2022,0
"3250","Bolivia (Plurinational State of)","Americas","Other Perpetrator known to the victim","Male",2022,0
"3251","Barbados","Americas","Other Perpetrator known to the victim","Male",2022,0
"3252","Canada","Americas","Other Perpetrator known to the victim","Male",2022,1.17214175913832
"3253","Switzerland","Europe","Other Perpetrator known to the victim","Male",2022,0.115195827146357
"3254","Chile","Americas","Other Perpetrator known to the victim","Male",2022,0
"3255","Colombia","Americas","Other Perpetrator known to the victim","Male",2022,0.0156399028112979
"3256","Czechia","Europe","Other Perpetrator known to the victim","Male",2022,0.348198036472584
"3257","Germany","Europe","Other Perpetrator known to the victim","Male",2022,0.330608230171006
"3258","Dominica","Americas","Other Perpetrator known to the victim","Male",2022,22.1232819888831
"3259","Dominican Republic","Americas","Other Perpetrator known to the victim","Male",2022,4.20640753007293
"3260","Algeria","Africa","Other Perpetrator known to the victim","Male",2022,2.07328788356783
"3261","Ecuador","Americas","Other Perpetrator known to the victim","Male",2022,1.40239934946478
"3262","Spain","Europe","Other Perpetrator known to the victim","Male",2022,0.154446369399163
"3263","Greece","Europe","Other Perpetrator known to the victim","Male",2022,0.767354458929517
"3264","Grenada","Americas","Other Perpetrator known to the victim","Male",2022,9.56617400870522
"3265","Guyana","Americas","Other Perpetrator known to the victim","Male",2022,0.505073462935184
"3266","Honduras","Americas","Other Perpetrator known to the victim","Male",2022,0.132894048890581
"3267","Croatia","Europe","Other Perpetrator known to the victim","Male",2022,0.203765588067487
"3268","Hungary","Europe","Other Perpetrator known to the victim","Male",2022,0.522428099526732
"3269","Ireland","Europe","Other Perpetrator known to the victim","Male",2022,0.281182145978121
"3270","Iceland","Europe","Other Perpetrator known to the victim","Male",2022,1.56957945734406
"3271","Italy","Europe","Other Perpetrator known to the victim","Male",2022,0.0555770231456244
"3272","Jamaica","Americas","Other Perpetrator known to the victim","Male",2022,1.28353365371759
"3273","Jordan","Asia","Other Perpetrator known to the victim","Male",2022,0.359163764138866
"3274","Saint Kitts and Nevis","Americas","Other Perpetrator known to the victim","Male",2022,4.34574768588936
"3275","Saint Lucia","Americas","Other Perpetrator known to the victim","Male",2022,2.2484921049821
"3276","Lithuania","Europe","Other Perpetrator known to the victim","Male",2022,1.54839568787285
"3277","Latvia","Europe","Other Perpetrator known to the victim","Male",2022,0.582465799064443
"3278","Morocco","Africa","Other Perpetrator known to the victim","Male",2022,0.737307907420437
"3279","Mexico","Americas","Other Perpetrator known to the victim","Male",2022,0.0192941695937731
"3280","North Macedonia","Europe","Other Perpetrator known to the victim","Male",2022,0.86246136891785
"3281","Malta","Europe","Other Perpetrator known to the victim","Male",2022,0.359709642376674
"3282","Montenegro","Europe","Other Perpetrator known to the victim","Male",2022,1.63747056646657
"3283","Mauritius","Africa","Other Perpetrator known to the victim","Male",2022,1.87280092204232
"3284","Netherlands (Kingdom of the)","Europe","Other Perpetrator known to the victim","Male",2022,0.366563057236702
"3285","Oman","Asia","Other Perpetrator known to the victim","Male",2022,0.179501373903516
"3286","Panama","Americas","Other Perpetrator known to the victim","Male",2022,0
"3287","El Salvador","Americas","Other Perpetrator known to the victim","Male",2022,0.0331506126813359
"3288","Suriname","Americas","Other Perpetrator known to the victim","Male",2022,5.52620885818773
"3289","Slovakia","Europe","Other Perpetrator known to the victim","Male",2022,0.0362641999274353
"3290","Uruguay","Americas","Other Perpetrator known to the victim","Male",2022,5.78880974835562
"3291","United States of America","Americas","Other Perpetrator known to the victim","Male",2022,4.04266733299447
"3292","Saint Vincent and the Grenadines","Americas","Other Perpetrator known to the victim","Male",2022,15.1148730350665
"3293","Austria","Europe","Other Perpetrator known to the victim","Female",2015,0.0680887686895159
"3294","Belarus","Europe","Other Perpetrator known to the victim","Female",2015,1.15033982955798
"3295","Canada","Americas","Other Perpetrator known to the victim","Female",2015,0.194409504736232
"3296","Switzerland","Europe","Other Perpetrator known to the victim","Female",2015,0.0955966281157331
"3297","Costa Rica","Americas","Other Perpetrator known to the victim","Female",2015,0.819614019169952
"3298","Czechia","Europe","Other Perpetrator known to the victim","Female",2015,0.355019148611763
"3299","Germany","Europe","Other Perpetrator known to the victim","Female",2015,0.141697998335649
"3300","Dominica","Americas","Other Perpetrator known to the victim","Female",2015,0
"3301","Algeria","Africa","Other Perpetrator known to the victim","Female",2015,0.0618846250897907
"3302","Ecuador","Americas","Other Perpetrator known to the victim","Female",2015,0.135875019686438
"3303","Finland","Europe","Other Perpetrator known to the victim","Female",2015,0.143740531092514
"3304","United Kingdom (England and Wales)","Europe","Other Perpetrator known to the victim","Female",2015,0.0818259013481022
"3305","United Kingdom (Scotland)","Europe","Other Perpetrator known to the victim","Female",2015,0.325788199299845
"3306","Honduras","Americas","Other Perpetrator known to the victim","Female",2015,0.391711813266626
"3307","Iceland","Europe","Other Perpetrator known to the victim","Female",2015,0
"3308","Lithuania","Europe","Other Perpetrator known to the victim","Female",2015,0.502631590521122
"3309","Republic of Moldova","Europe","Other Perpetrator known to the victim","Female",2015,0
"3310","Mexico","Americas","Other Perpetrator known to the victim","Female",2015,0.00163065312174435
"3311","Malta","Europe","Other Perpetrator known to the victim","Female",2015,0
"3312","Mongolia","Asia","Other Perpetrator known to the victim","Female",2015,1.00596402538517
"3313","Netherlands (Kingdom of the)","Europe","Other Perpetrator known to the victim","Female",2015,0.0232788329296784
"3314","Oman","Asia","Other Perpetrator known to the victim","Female",2015,0.0676876216261951
"3315","Russian Federation","Europe","Other Perpetrator known to the victim","Female",2015,0.817221912885253
"3316","Uruguay","Americas","Other Perpetrator known to the victim","Female",2015,0.39791108051617
"3317","Austria","Europe","Other Perpetrator known to the victim","Female",2016,0.0675064924369101
"3318","Belarus","Europe","Other Perpetrator known to the victim","Female",2016,1.09195862511298
"3319","Belize","Americas","Other Perpetrator known to the victim","Female",2016,0
"3320","Barbados","Americas","Other Perpetrator known to the victim","Female",2016,0
"3321","Canada","Americas","Other Perpetrator known to the victim","Female",2016,0.164887167711135
"3322","Switzerland","Europe","Other Perpetrator known to the victim","Female",2016,0.0709968598088906
"3323","Chile","Americas","Other Perpetrator known to the victim","Female",2016,0.109746053120382
"3324","Czechia","Europe","Other Perpetrator known to the victim","Female",2016,0.0560651566824901
"3325","Germany","Europe","Other Perpetrator known to the victim","Female",2016,0.16530240277823
"3326","Dominica","Americas","Other Perpetrator known to the victim","Female",2016,0
"3327","Dominican Republic","Americas","Other Perpetrator known to the victim","Female",2016,0.440237644108443
"3328","Algeria","Africa","Other Perpetrator known to the victim","Female",2016,0.121316189670786
"3329","Ecuador","Americas","Other Perpetrator known to the victim","Female",2016,0.109522893935596
"3330","Spain","Europe","Other Perpetrator known to the victim","Female",2016,0.042270945686865
"3331","Finland","Europe","Other Perpetrator known to the victim","Female",2016,0.071727624388253
"3332","United Kingdom (England and Wales)","Europe","Other Perpetrator known to the victim","Female",2016,0.0507678484778733
"3333","United Kingdom (Scotland)","Europe","Other Perpetrator known to the victim","Female",2016,0.144030113816197
"3334","Grenada","Americas","Other Perpetrator known to the victim","Female",2016,3.34960683989717
"3335","Guyana","Americas","Other Perpetrator known to the victim","Female",2016,0.258613109615753
"3336","Honduras","Americas","Other Perpetrator known to the victim","Female",2016,0.106879559348402
"3337","Croatia","Europe","Other Perpetrator known to the victim","Female",2016,0
"3338","Hungary","Europe","Other Perpetrator known to the victim","Female",2016,0.33120027368832
"3339","Iceland","Europe","Other Perpetrator known to the victim","Female",2016,0
"3340","Italy","Europe","Other Perpetrator known to the victim","Female",2016,0.0290959425126247
"3341","Saint Kitts and Nevis","Americas","Other Perpetrator known to the victim","Female",2016,0
"3342","Liechtenstein","Europe","Other Perpetrator known to the victim","Female",2016,0
"3343","Lithuania","Europe","Other Perpetrator known to the victim","Female",2016,0.254381563441808
"3344","Latvia","Europe","Other Perpetrator known to the victim","Female",2016,0.187322745851738
"3345","Morocco","Africa","Other Perpetrator known to the victim","Female",2016,0.0515989156659869
"3346","Republic of Moldova","Europe","Other Perpetrator known to the victim","Female",2016,0.354764876621645
"3347","Mexico","Americas","Other Perpetrator known to the victim","Female",2016,0.0177334711836655
"3348","Malta","Europe","Other Perpetrator known to the victim","Female",2016,0
"3349","Montenegro","Europe","Other Perpetrator known to the victim","Female",2016,0
"3350","Mongolia","Asia","Other Perpetrator known to the victim","Female",2016,0.984302346183072
"3351","Nicaragua","Americas","Other Perpetrator known to the victim","Female",2016,0.123426923855462
"3352","Netherlands (Kingdom of the)","Europe","Other Perpetrator known to the victim","Female",2016,0.0347633346937385
"3353","Oman","Asia","Other Perpetrator known to the victim","Female",2016,0.13057097381138
"3354","Peru","Americas","Other Perpetrator known to the victim","Female",2016,0.471196880829469
"3355","Philippines","Asia","Other Perpetrator known to the victim","Female",2016,0.0174002277225803
"3356","Paraguay","Americas","Other Perpetrator known to the victim","Female",2016,1.50828788145242
"3357","Russian Federation","Europe","Other Perpetrator known to the victim","Female",2016,0.813738319625228
"3358","El Salvador","Americas","Other Perpetrator known to the victim","Female",2016,0.030612738450273
"3359","Suriname","Americas","Other Perpetrator known to the victim","Female",2016,1.37601029255699
"3360","Uruguay","Americas","Other Perpetrator known to the victim","Female",2016,0.510190198906152
"3361","Argentina","Americas","Other Perpetrator known to the victim","Female",2017,0.161804530418982
"3362","Antigua and Barbuda","Americas","Other Perpetrator known to the victim","Female",2017,0
"3363","Austria","Europe","Other Perpetrator known to the victim","Female",2017,0.067083913702359
"3364","Bahamas","Americas","Other Perpetrator known to the victim","Female",2017,0
"3365","Belarus","Europe","Other Perpetrator known to the victim","Female",2017,0.957755144533871
"3366","Belize","Americas","Other Perpetrator known to the victim","Female",2017,0.537328189311468
"3367","Barbados","Americas","Other Perpetrator known to the victim","Female",2017,0.687084528574128
"3368","Bhutan","Asia","Other Perpetrator known to the victim","Female",2017,0.282261023704281
"3369","Canada","Americas","Other Perpetrator known to the victim","Female",2017,0.190098528067097
"3370","Switzerland","Europe","Other Perpetrator known to the victim","Female",2017,0.0469292986650961
"3371","Chile","Americas","Other Perpetrator known to the victim","Female",2017,0.172894488220969
"3372","Czechia","Europe","Other Perpetrator known to the victim","Female",2017,0.0747652790791609
"3373","Germany","Europe","Other Perpetrator known to the victim","Female",2017,0.150452942164599
"3374","Dominica","Americas","Other Perpetrator known to the victim","Female",2017,0
"3375","Dominican Republic","Americas","Other Perpetrator known to the victim","Female",2017,0.151319754150795
"3376","Algeria","Africa","Other Perpetrator known to the victim","Female",2017,0.104088012064693
"3377","Ecuador","Americas","Other Perpetrator known to the victim","Female",2017,0.203684411373019
"3378","Spain","Europe","Other Perpetrator known to the victim","Female",2017,0.0337129964570591
"3379","Finland","Europe","Other Perpetrator known to the victim","Female",2017,0.107433580084393
"3380","United Kingdom (England and Wales)","Europe","Other Perpetrator known to the victim","Female",2017,0.0942020584360938
"3381","United Kingdom (Scotland)","Europe","Other Perpetrator known to the victim","Female",2017,0.107739270964266
"3382","Grenada","Americas","Other Perpetrator known to the victim","Female",2017,1.66005411776424
"3383","Guatemala","Americas","Other Perpetrator known to the victim","Female",2017,0
"3384","Guyana","Americas","Other Perpetrator known to the victim","Female",2017,2.05143985434777
"3385","Honduras","Americas","Other Perpetrator known to the victim","Female",2017,0.168029843780554
"3386","Croatia","Europe","Other Perpetrator known to the victim","Female",2017,0
"3387","Hungary","Europe","Other Perpetrator known to the victim","Female",2017,0.117298268970796
"3388","Iceland","Europe","Other Perpetrator known to the victim","Female",2017,0
"3389","Italy","Europe","Other Perpetrator known to the victim","Female",2017,0.0291866393812666
"3390","Jamaica","Americas","Other Perpetrator known to the victim","Female",2017,0.424376767352412
"3391","Jordan","Asia","Other Perpetrator known to the victim","Female",2017,0.346729534850092
"3392","Saint Kitts and Nevis","Americas","Other Perpetrator known to the victim","Female",2017,4.07913522333265
"3393","Saint Lucia","Americas","Other Perpetrator known to the victim","Female",2017,1.12193151730018
"3394","Lithuania","Europe","Other Perpetrator known to the victim","Female",2017,0.0643707342319059
"3395","Latvia","Europe","Other Perpetrator known to the victim","Female",2017,0.378798998834246
"3396","Morocco","Africa","Other Perpetrator known to the victim","Female",2017,0.085001882508358
"3397","Republic of Moldova","Europe","Other Perpetrator known to the victim","Female",2017,0.0599578256654269
"3398","Mexico","Americas","Other Perpetrator known to the victim","Female",2017,0.00637829939262166
"3399","Malta","Europe","Other Perpetrator known to the victim","Female",2017,0
"3400","Montenegro","Europe","Other Perpetrator known to the victim","Female",2017,0.617265851772865
"3401","Mongolia","Asia","Other Perpetrator known to the victim","Female",2017,0.513666086223989
"3402","Nicaragua","Americas","Other Perpetrator known to the victim","Female",2017,0.121696436150291
"3403","Netherlands (Kingdom of the)","Europe","Other Perpetrator known to the victim","Female",2017,0.0692238894411417
"3404","Oman","Asia","Other Perpetrator known to the victim","Female",2017,0.063253547417073
"3405","Panama","Americas","Other Perpetrator known to the victim","Female",2017,0.0977920510709207
"3406","Philippines","Asia","Other Perpetrator known to the victim","Female",2017,0.022806339888813
"3407","Paraguay","Americas","Other Perpetrator known to the victim","Female",2017,1.17048825810468
"3408","Russian Federation","Europe","Other Perpetrator known to the victim","Female",2017,0.70306770635669
"3409","El Salvador","Americas","Other Perpetrator known to the victim","Female",2017,0
"3410","Suriname","Americas","Other Perpetrator known to the victim","Female",2017,0.680216580959378
"3411","Trinidad and Tobago","Americas","Other Perpetrator known to the victim","Female",2017,0.133233408277125
"3412","Uruguay","Americas","Other Perpetrator known to the victim","Female",2017,0.452604654925725
"3413","Argentina","Americas","Other Perpetrator known to the victim","Female",2018,0.0802617066715537
"3414","Antigua and Barbuda","Americas","Other Perpetrator known to the victim","Female",2018,0
"3415","Austria","Europe","Other Perpetrator known to the victim","Female",2018,0.11129140318427
"3416","Bahamas","Americas","Other Perpetrator known to the victim","Female",2018,0
"3417","Belarus","Europe","Other Perpetrator known to the victim","Female",2018,0.939553175354178
"3418","Belize","Americas","Other Perpetrator known to the victim","Female",2018,0
"3419","Bolivia (Plurinational State of)","Americas","Other Perpetrator known to the victim","Female",2018,0.0692738455730116
"3420","Barbados","Americas","Other Perpetrator known to the victim","Female",2018,0
"3421","Bhutan","Asia","Other Perpetrator known to the victim","Female",2018,0
"3422","Canada","Americas","Other Perpetrator known to the victim","Female",2018,0.134087628088548
"3423","Switzerland","Europe","Other Perpetrator known to the victim","Female",2018,0.0465926774948049
"3424","Chile","Americas","Other Perpetrator known to the victim","Female",2018,0.191079739592285
"3425","Colombia","Americas","Other Perpetrator known to the victim","Female",2018,0.0320693891787539
"3426","Germany","Europe","Other Perpetrator known to the victim","Female",2018,0.135708256390323
"3427","Dominica","Americas","Other Perpetrator known to the victim","Female",2018,0
"3428","Dominican Republic","Americas","Other Perpetrator known to the victim","Female",2018,0.205663717012708
"3429","Algeria","Africa","Other Perpetrator known to the victim","Female",2018,0.150745919988734
"3430","Ecuador","Americas","Other Perpetrator known to the victim","Female",2018,0.0822946475208561
"3431","Spain","Europe","Other Perpetrator known to the victim","Female",2018,0.025158472167916
"3432","Finland","Europe","Other Perpetrator known to the victim","Female",2018,0.178938251988004
"3433","United Kingdom (England and Wales)","Europe","Other Perpetrator known to the victim","Female",2018,0.0735772222043482
"3434","United Kingdom (Scotland)","Europe","Other Perpetrator known to the victim","Female",2018,0.143402636242363
"3435","Grenada","Americas","Other Perpetrator known to the victim","Female",2018,0
"3436","Guatemala","Americas","Other Perpetrator known to the victim","Female",2018,0
"3437","Guyana","Americas","Other Perpetrator known to the victim","Female",2018,0.500658365750962
"3438","Honduras","Americas","Other Perpetrator known to the victim","Female",2018,0.103220074074854
"3439","Croatia","Europe","Other Perpetrator known to the victim","Female",2018,0.0934425739317645
"3440","Hungary","Europe","Other Perpetrator known to the victim","Female",2018,0.0195988507233936
"3441","Iceland","Europe","Other Perpetrator known to the victim","Female",2018,0.57930211474237
"3442","Italy","Europe","Other Perpetrator known to the victim","Female",2018,0.00650757426329867
"3443","Jamaica","Americas","Other Perpetrator known to the victim","Female",2018,0.706303974866879
"3444","Jordan","Asia","Other Perpetrator known to the victim","Female",2018,0
