IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,SVK,Slovakia,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,17.58,,,12.48,,22.69,17.6 [12.5 - 22.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BEL,Belgium,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,17.89,,,12.82,,23.02,17.9 [12.8 - 23.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BGR,Bulgaria,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,17.96,,,13.1,,22.77,18.0 [13.1 - 22.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,CHE,Switzerland,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,18.18,,,13.3,,23.46,18.2 [13.3 - 23.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,SVN,Slovenia,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,18.24,,,13.43,,23.18,18.2 [13.4 - 23.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,18.28,,,13.31,,23.23,18.3 [13.3 - 23.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ROU,Romania,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,18.39,,,13.65,,22.9,18.4 [13.6 - 22.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,POL,Poland,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,18.56,,,13.19,,23.88,18.6 [13.2 - 23.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,HUN,Hungary,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,18.73,,,13.17,,24.52,18.7 [13.2 - 24.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,PRT,Portugal,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,18.69,,,13.58,,23.85,18.7 [13.6 - 23.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,MDA,Republic of Moldova,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,18.83,,,12.66,,25.37,18.8 [12.7 - 25.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,LUX,Luxembourg,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,19.1,,,14.15,,24.06,19.1 [14.2 - 24.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,CMR,Cameroon,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,19.41,,,12.77,,26.03,19.4 [12.8 - 26.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,LVA,Latvia,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,19.57,,,13.34,,26.05,19.6 [13.3 - 26.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,AUT,Austria,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,19.64,,,14.68,,24.69,19.6 [14.7 - 24.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,19.79,,,12.97,,26.59,19.8 [13.0 - 26.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,UKR,Ukraine,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,19.81,,,14.1,,25.67,19.8 [14.1 - 25.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,FRA,France,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,19.95,,,14.71,,25.4,19.9 [14.7 - 25.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,2,,,0,,4.48,2.0 [0.0 - 4.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,BHS,Bahamas,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.99,,,0.14,,3.83,2.0 [0.1 - 3.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,TUR,Türkiye,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.03,,,0.62,,3.67,2.0 [0.6 - 3.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,TGO,Togo,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1.97,,,0.73,,3.43,2.0 [0.7 - 3.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,GHA,Ghana,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.95,,,0.9,,3.06,2.0 [0.9 - 3.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,SUR,Suriname,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,1.99,,,1.2,,2.85,2.0 [1.2 - 2.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,2.14,,,0.5,,4.13,2.1 [0.5 - 4.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,2.15,,,0.61,,4.05,2.1 [0.6 - 4.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ARM,Armenia,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.13,,,1.2,,3.1,2.1 [1.2 - 3.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,COL,Colombia,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.09,,,1.27,,3.01,2.1 [1.3 - 3.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.15,,,1.3,,3.09,2.1 [1.3 - 3.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.05,,,1.35,,2.84,2.1 [1.4 - 2.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,GTM,Guatemala,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.15,,,0.93,,3.45,2.2 [0.9 - 3.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.18,,,0.94,,3.53,2.2 [0.9 - 3.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,CUB,Cuba,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.18,,,1.22,,3.16,2.2 [1.2 - 3.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.17,,,1.18,,3.26,2.2 [1.2 - 3.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,MEX,Mexico,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.19,,,1.22,,3.29,2.2 [1.2 - 3.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,CPV,Cabo Verde,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.25,,,1.3,,3.25,2.2 [1.3 - 3.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,PHL,Philippines,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.22,,,1.35,,3.2,2.2 [1.3 - 3.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.35,,,0.77,,4.21,2.3 [0.8 - 4.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,KEN,Kenya,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.31,,,0.92,,3.84,2.3 [0.9 - 3.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,GUY,Guyana,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.29,,,1.41,,3.19,2.3 [1.4 - 3.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ALB,Albania,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.32,,,1.4,,3.32,2.3 [1.4 - 3.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,TON,Tonga,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,2.4,,,0.17,,4.8,2.4 [0.2 - 4.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,2.43,,,0.86,,4.19,2.4 [0.9 - 4.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,CAF,Central African Republic,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.39,,,1.02,,3.96,2.4 [1.0 - 4.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.4,,,1.06,,3.91,2.4 [1.1 - 3.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,BEN,Benin,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.52,,,0.79,,4.42,2.5 [0.8 - 4.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.5,,,1.01,,4.15,2.5 [1.0 - 4.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.5,,,1.22,,3.77,2.5 [1.2 - 3.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.52,,,1.5,,3.55,2.5 [1.5 - 3.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,BDI,Burundi,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.51,,,1.53,,3.59,2.5 [1.5 - 3.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,NIU,Niue,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.48,,,1.65,,3.39,2.5 [1.6 - 3.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,PAN,Panama,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.45,,,1.56,,3.45,2.5 [1.6 - 3.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,ETH,Ethiopia,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,2.6,,,0.55,,5.09,2.6 [0.5 - 5.1],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.63,,,1.12,,4.36,2.6 [1.1 - 4.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.58,,,1.57,,3.6,2.6 [1.6 - 3.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.56,,,1.65,,3.58,2.6 [1.6 - 3.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,NGA,Nigeria,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.63,,,1.68,,3.58,2.6 [1.7 - 3.6],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,2.7,,,0.29,,5.42,2.7 [0.3 - 5.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,SGP,Singapore,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,2.75,,,0.83,,4.93,2.7 [0.8 - 4.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,NRU,Nauru,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.67,,,1.19,,4.26,2.7 [1.2 - 4.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.72,,,1.34,,4.22,2.7 [1.3 - 4.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,BWA,Botswana,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.69,,,1.78,,3.72,2.7 [1.8 - 3.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,UZB,Uzbekistan,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.83,,,1.43,,4.24,2.8 [1.4 - 4.2],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,BLZ,Belize,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.75,,,1.62,,3.99,2.8 [1.6 - 4.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,BFA,Burkina Faso,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.78,,,1.74,,3.87,2.8 [1.7 - 3.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,DMA,Dominica,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.84,,,1.7,,3.98,2.8 [1.7 - 4.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,SWZ,Eswatini,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.77,,,1.8,,3.81,2.8 [1.8 - 3.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,MUS,Mauritius,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.78,,,1.84,,3.81,2.8 [1.8 - 3.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,PRY,Paraguay,Year,2008,false,Sex,Female,SEX_FMLE,,,,,,,,,,2.84,,,1.82,,3.97,2.8 [1.8 - 4.0],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,DEU,Germany,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,19.99,,,14.65,,25.33,20.0 [14.7 - 25.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,IRL,Ireland,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,20.18,,,15.25,,25.27,20.2 [15.2 - 25.3],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,CZE,Czechia,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,22.29,,,17.24,,27.8,22.3 [17.2 - 27.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,LTU,Lithuania,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,23.49,,,17.76,,28.93,23.5 [17.8 - 28.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,UGA,Uganda,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,24.57,,,17.93,,31.48,24.6 [17.9 - 31.5],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BLR,Belarus,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,24.6,,,19.03,,30.4,24.6 [19.0 - 30.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,EST,Estonia,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,24.68,,,17.85,,31.35,24.7 [17.8 - 31.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,RUS,Russian Federation,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,24.71,,,18.08,,30.93,24.7 [18.1 - 30.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,GEO,Georgia,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,24.82,,,17.31,,32.42,24.8 [17.3 - 32.4],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ROU,Romania,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,29.46,,,21.91,,36.86,29.5 [21.9 - 36.9],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2008,false,Sex,Male,SEX_MLE,,,,,,,,,,2.99,,,0.65,,5.66,3.0 [0.7 - 5.7],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,JAM,Jamaica,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.96,,,1.21,,4.8,3.0 [1.2 - 4.8],,,EN,2024-06-21T04:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ISR,Israel,Year,2008,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.04,,,1.42,,4.75,3.0 [1.4 - 4.8],,,EN,2024-06-21T04:00:00.000Z
